,audiocap_id,youtube_id,start_time,caption
30773,2719,03pwXmKGLL4,10,A lot of chatter followed by the sound of a goat
30774,93814,t4vUW7Rs4I4,10,Train going down tracks blowing horn
30775,93812,t4tttvVZ7F4,590,A man speaking and a child laughing and speaking briefly
30776,5456,1AkIZDc9XNk,60,Screeching tires from an automobile
30777,5457,1AmuHEI51k8,30,Higher pitched soft helicopter noise
30778,90436,qTl0q9OgObM,230,A sewing machine runs slowly
30779,93819,t57zWkvfF-c,370,A sewing machine operating at a moderate pace before slowing down
30780,73350,dv1huWa4-rA,370,An airplane flies by and then an explosion occurs in the distance
30781,38808,HUI171IMDn8,500,A clanging noise then a train crossing warning chiming and a train whistle blaring
30782,52576,QQQlMleeQss,10,Electronic music playing as water flows and softly crashes
30783,53226,QrEfctTqOrI,60,Someone whistles a long simple tune and a low blowing whoosh
30784,6920,1l61QW96UFw,520,A woman speaks while a liquid pours
30785,102357,ziAl_IGwMpM,30,A helicopter engine starting up as wind blows heavily into a microphone
30786,102356,zi9GqQXyUMY,0,A synthesized whoosh alongside typing on a computer keyboard
30787,102355,zi-YSp3dZFg,30,A man speaks as birds chirp in the background
30788,102354,zhz5cAzmZcY,30,Humming and accelerating as a car speeds by
30789,102353,zhyRdD1LyIY,0,Insects buzz loudly as a man speaks
30790,102352,zhxK_KWYhOs,0,Humming from an engine with a man speaking followed by honking of distant horns and revving of an engine
30791,102350,zhtIGCg7Ijs,20,A motorcycle engine rumbles through a loud exhaust
30792,9708,2uFIpLZhMvU,60,Car racing and shifting gears
30793,63535,XyIl1IObH78,510,A man speaking followed by loud whistling and then a man talking
30794,63532,XyCMohHnXlc,30,Wind blows heavily into a microphone
30795,63533,XyFZfx5y6mk,3,Steam hisses as a ringing occurs and metallic clanging
30796,63531,Xy9jXdeHpVg,30,Ticking of a clock with some light rustling followed by ringing
30797,9700,2u1uhPJjG0E,130,Man voice and food frying
30798,9701,2u4iFJod-qo,20,A person speaks as rain falls and wind blows
30799,9702,2u7UL0AgB8I,180,"Waves crash softly, someone hums, and the wind blows"
30800,9706,2uBjZqXbcVE,200,"A motorcycle engine is running and vibrating, and it accelerates"
30801,9707,2uCe5wv_iQQ,1,"A dog whimpers, and another dog barks"
30802,24119,9S6Hx7c9KB0,17,Engine running loudly
30803,24118,9S5TgG3vUa8,40,Heavy rainfall
30804,33303,E8ELurgzGMI,130,"Small background clicks, then a one-word whisper from an adult, then a rapid, high-pitched alarm system and some more small clicks"
30805,11985,3pWUfF0c7l4,30,"Gurgling and splashing are occurring, and a crowd of people are talking in the background"
30806,24113,9RxMovjcgP4,23,A woman is speaking with a man while sheep is crying
30807,24112,9RtgQ1ElzfM,30,Water running from a flushed toilet
30808,24115,9RzbzwPuheQ,130,Continuous spraying
30809,67091,_QObio-WHGg,40,Wind blows by loudly at high speed
30810,37425,GbTzdC4mOtQ,30,Machine gun fires with an echo over and over with a heavy wind
30811,67093,_QUTRI84HXk,60,Wind blowing with humming of engines passing
30812,67096,_QYbisnpKlQ,40,Engine rumbling sounds moving away
30813,71972,cwdUwCbUHfc,30,Vehicles moves nearby followed by someone talking
30814,68317,aHbNPDLP-go,160,Wind blows strongly and a horn is triggered far away
30815,101316,ysbxthc0n5I,120,Many birds are cooing and vocalizing at different pitches among each other
30816,101317,ysdfo6Am1jc,10,A dog barks then a click then a growl
30817,97494,vw6MLmmaTUM,220,A helicopter is starting up for takeoff
30818,31122,CyljecUybZw,30,Wind blows by loudly as waves crash nearby
30819,53760,REQ4Erj9jbY,390,A man talking as metal lightly clacks while food and oil sizzles during light music playing in the background
30820,101232,yoFnh-2GGeE,0,"A very small child and an adult female speak, and an electronic device plays in the background"
30821,31120,CyjsncwyYK4,21,A man is speaking as music plays followed by rain and thundering
30822,101235,yoIPKI_iK5E,240,A man speaking with some clicking
30823,3019,0C9u3scA8gs,30,Loud wind and people laughing
30824,3013,0C1iF9cebtA,330,A drill cutting through wood
30825,3010,0C-Km9VHpIo,30,Trucks drive by and honk their horns much to a child's delight
30826,3011,0C0FQaMbk84,30,A man speaks while a dog whimpers
30827,3016,0C6NOogr2TY,30,A man talking with machine operating in the background
30828,3017,0C7-XoItUAQ,190,Something is whistling
30829,3014,0C2TbpkWA6Q,30,Men talking and a large truck idling
30830,59960,VUFhg09yLUo,70,A single short beep
30831,89334,peqD8cN_D0k,30,"An adult male speaking, accompanied by pigeons cooing and flapping wings"
30832,59965,VUZtsCB_TSc,120,Engines hum and rattle as traffic moves down the street then a small horn is beeped
30833,30366,CZ34g62LDjk,30,Metallic clamping as a power tool engine operates in the background followed by a series of squeaking then metal clanking and padded thuds
30834,90570,q_a3iPuY4fk,180,A vehicle speeding up and changing gears
30835,4189,0ex-nvgi4ZA,30,A race car is speeding on a road
30836,31018,CvP-y2RjIr0,340,A keys on a typewriter being continuously struck
30837,4180,0emz_5tKy-Q,60,A motorcycle engine and a person speaking
30838,4183,0epnF0iVuH0,30,"A man speaks with a hum in the distance, followed by quick pulses of a sewing machine"
30839,4182,0epARuTZA7Q,28,A ball bounces and shoes squeak on hardwood and men can be heard mumbling
30840,11501,3dBod7A0DNY,10,Cars pass by and the wind blows
30841,37420,GbFJBJ-_M-k,330,A man speeches while some vehicle engine works in idle away
30842,34195,Ee4SQTnsawQ,30,Crinkling and rustling
30843,34196,Ee9p6GjwMdo,30,An engine chugging followed emergency sirens
30844,34193,Ee2_xpER9MU,20,A motorbike accelerating then slowing down
30845,58790,Ughsc69MUMg,50,A man speaks while typing on a computer
30846,65102,Z1rb52kjHPw,70,Helicopter noises while man talks and another person talks
30847,11802,3l1E5zvutbQ,0,The bomb goes boom
30848,82483,k_o6HlFRfM8,50,Clicks and vibrations from a sewing machine
30849,11801,3kzrggJfAdA,330,"Man speaking, clanging"
30850,67329,__LerxtZ9ac,0,Thunder sounds loudly nearby
30851,76245,g3cYNd_h-JM,60,A truck engine is idling as crickets chirp in the background
30852,14835,530VNVkbvsw,30,Woman speaking with cat meow
30853,23239,901E5dcjAAs,50,A motor is being revved up in the rain
30854,72697,dSHdaS8vN-0,30,Classical music plays as something blows up and men talk over radios followed by more explosions
30855,50000,OjXVgr6H6i4,310,Several men laugh
30856,23230,9-c_vVdjjUY,480,Music plays in the background while water rushes down a stream
30857,11804,3lBlr1rluak,14,A clock is ticking
30858,23235,9-twZb7XCAg,30,Footsteps followed by creaking metal and a woman speaking and a large bang
30859,30949,Ct3dJzMKr-M,30,"An emergency vehicle siren is operating, and a mid-size motor vehicle engine is running and accelerates"
30860,3904,0ZN7ZcWsPcw,30,An adult male is announcing and a racing car engine is passing by
30861,3905,0ZNQlahas3I,30,Vibrating sound of a working motor
30862,3906,0ZOyJM8b0a0,130,A propeller is turning a man speaks
30863,3907,0ZP3O7-Amno,400,A vehicle engine is revving up and a man speaks
30864,3900,0ZIKVB9iwfY,30,"A roaring sound is present, people are talking in the background, and water is splashing gently"
30865,3902,0ZK6_CXsJDI,290,"Man speaking in a foreign language, birds singing in distance."
30866,3909,0ZPTqp1E3J4,11,Young woman makes fake sneeze sound then speaks
30867,6745,1gaq4fwcdBg,30,Wind blows into a microphone and a snake hisses
30868,6747,1gfaES0Sp-4,30,"A train engine is running and hissing, a train whistle blows, and clacking occurs"
30869,6743,1gUKMgzbhk8,30,A man speaks as traffic flows by
30870,6742,1gR8XtPFLtQ,8,Running motor followed by faint speech
30871,45298,LejQlpG4AK8,30,Musical instruments are being played along with whistling sounds
30872,95815,uc-pK1yMpVA,490,"A banging, hammer and clanking pots and pans is followed by a medium voice woman speaking with a small child babbling in the background"
30873,48660,NpiG4zm7ubU,30,A clock ticking followed by a man speaking
30874,50146,OoXoKGRSEgI,80,Dogs barking with people talking
30875,50141,OoOasZZRbec,40,A stream flowing as a kid speaks followed by a man speaking then water splashing
30876,48663,NpwUxO9D1F8,180,Man speaks then water begins to run
30877,26731,Ai5ESl4kyD0,30,A woman is speaking followed by clanking background sounds
30878,35240,FHZR8n7RwlQ,470,Thunder storm and rain sounds with a person talking
30879,64228,YR-MOhl0bYc,20,"In an otherwise quiet environment, rapid keyboarding with two different pitches is occurring"
30880,100224,y-gGcIrEods,30,Wind blows and birds chirp
30881,100227,y-wo96NGOfg,14,Someone talks while ducks quack in the background
30882,100221,y-_z-pA_sj4,20,Water flowing hard with wind blowing
30883,35248,FHr8zO7FIdg,9,Water flowing with a man yelling
30884,32737,DpM_N-Rls3E,30,A man calls a horse race while crowd noise is going on in the background
30885,55516,SPpty11dXus,40,Two girls burping and talking with some scraping
30886,55511,SPhIVjZV8lM,30,A crowd murmuring and birds chirping
30887,55513,SPjcDT3kdso,0,Motorboat engine revving across the water
30888,32731,DpA0JMJ94iM,10,"A man talks nearby, followed by a drill spinning rapidly several times"
30889,52578,QQXzlLvJdX8,120,Water rushes nearby as a man speaks loudly
30890,50322,OulbuMwzlLs,0,Rustling leaves
30891,77468,gvY5CJktHGc,80,A man speaks while a truck engine runs softly in the background
30892,43822,KgyG_FAcLOk,320,Birds chirp and a man speaks
30893,43829,KhIivfOIuYI,80,A man is speaking as food is frying
30894,85399,mivsCyKt9IE,500,A man talking followed by wood breaking and crashing followed by an emergency buzzer going off as gunshots fire and a man shouts then footsteps shuffling on a hard surface as ambient music plays in the background
30895,91398,rF08pd4v1g0,50,A man speaks accompanied by loud scraping noises
30896,24183,9UQLCzR1b5Q,0,Powerful vehicles speed by as men laugh
30897,86987,nttKW7obe48,10,A motorcycle engine accelerates and shifts
30898,5065,10i60V1RZkQ,210,Train sounds its horn as the railroad crossing sounds after a musical intro
30899,5064,10hf-z-wdkU,3,A horse making noise with people talking in the background
30900,5067,10iyz6YgXek,30,Paper is being crumpled
30901,5066,10iLP1del7Q,22,A clicking noise is followed by a pair of soft scrapes as a motor runs
30902,5061,10aEGX2Croc,30,Continuous spraying
30903,5062,10f9CWXiKRY,200,A man speaks followed by a baby goat cry
30904,5069,10lYkh-LDpI,30,A boat engine is running and water is splashing
30905,5068,10khlGmxNsE,30,A car passing by followed by another car starting up and leaving
30906,24181,9UNF8LAyCo4,440,Lighting crashing and rain pouring
30907,38556,HKIGnBWRmyw,30,Engines running
30908,38558,HKL8CkOMjSs,190,Hissing and vibrating starts then comes to a stop
30909,4408,0kNWJtQlQjg,30,A race car is passing by casually
30910,4409,0kOQll62u5U,10,Male melodically whistling a tune
30911,4404,0kFdMcTyAxA,30,A large vehicle engine is running and then revs up
30912,4406,0kNIxRyrH6g,30,Man presenting a speech
30913,4401,0kBIB0AdtYk,30,People are playing with a duck splashing in water
30914,36296,FwW_f0dfZ80,26,"A bus engine idles nearby as a crowd rumbles, and then a vehicle horn sounds multiple times"
30915,5393,19HHpgUjtHo,7,Machine is emitting a meow noise
30916,5391,19CAnVHWWho,210,Birds are chirping
30917,5390,19C-VKpteNk,30,The engine from the vehicles are accelerating
30918,5397,19OU2vFGCoQ,170,A man is talking followed by clapping of hands
30919,5396,19MM0-sTE1A,25,Whistling sound of a tune
30920,5394,19L7vNxXLLg,30,Sound of a couple of young males conversing where one lets out a soft whimper followed by something being dropped on the ground
30921,5399,19PsULYjXXQ,140,A motorboat is in use
30922,36127,FqEN2hf0-i8,30,"A loud male voice precedes a sharp whistle, which in turn precedes loud laughter and the voice of the adult male speaking again, followed by a second gruff male, adult voice cutting in"
30923,36126,FqAAHErwOes,590,A little of static followed by a man talking low and slow then a few digging sounds while he keeps talking
30924,85642,mu5GoZZbMw4,190,A bell ringing at various tones
30925,85643,muBHCvk8toA,240,Wood being sawed then man speaking
30926,75900,foNQdCnfNLA,70,Something is being wet sanded with fast swipes
30927,100817,yU806hyVzzs,30,Crunching sounds with an occasional oink
30928,44214,KxJg1J5RZJo,440,A man speaking along with sizzling noise and music in the background
30929,84510,m4NlMSHHRTo,20,A woman is speaking along with thumping noises and birds tweeting in the distance
30930,84517,m4hB2xK9tO4,30,A speedboat racing over the water
30931,84519,m4oRdKNzI2U,280,Something is tapped on repeatedly
30932,58539,UVnEWlumY6Y,0,"A helicopter engine is making a very loud noise as it flies by, while its propeller is whirring loudly as well"
30933,70781,c2GZzgnw75A,100,Heavy wind and waves crashing
30934,70782,c2HkL1js4M0,80,A machine whirs and screeches then stop with a thud then starts whirring again
30935,41533,JEDK_ojtreM,21,"A car idles, and then rooms away quickly"
30936,41536,JEHrZHipwJE,270,As the wind blows hard men are speaking a few words and finally some big splashes in the water close by
30937,39602,I-5qZ2d0GlE,30,A series of loud explosions as a crowd of people talk followed by a man speaking
30938,39608,I-BhpE67lmY,100,A helicopter flying in the distance as a woman is shouting in the background
30939,75909,fogGsuMZPMU,0,A motor vehicle engine is idling and accelerating
30940,81961,kD9wLBNQghE,530,A gunshot firing as metal dings while ambient music plays in the background
30941,68073,a7EOP20sU94,60,Heavy wind blows with rain falling
30942,76783,gSE9TgWrxdk,60,Some objects are tapped while a woman talks
30943,76782,gSCzGNOjUSw,230,A light rattling followed by a horn beeping and a train zooming by
30944,76781,gSCxF_JTNYM,0,Brief silence followed by birds chirping
30945,76787,gSWZ_XSuOX4,140,People speak and laugh
30946,76785,gSN0hKB6ybQ,400,A sewing machine runs and a woman speaks
30947,76789,gSZz1J4J8fg,30,A person speaks nearby on a telephone as people talk in the distance
30948,77453,gucA3seq_Hs,130,A man talks while something is fried and a music is played
30949,73890,eJXixS52jkU,30,A small engine noise with whirring
30950,7159,1sPKJ0JNe-E,80,Sewing machine running
30951,7158,1sOCNu69Pqg,30,A motor runs and speeds away
30952,7155,1sLoo1cN7vE,29,An engine roars as a car speeds by
30953,7154,1sLF9mlF1yg,2,"A cat meows with faint sounds of walking, tapping and a machine running"
30954,7153,1sLAtmHjBcc,30,Cars are revving their engines
30955,7152,1sL4cKXYwxk,140,Bees are buzzing and plastic is crinkling
30956,7151,1sIby-HnhhU,30,A woman is performing a speech
30957,18752,6ozNvvYzSAU,350,Wind is blowing hard water splashes lightly and birds chirp
30958,18753,6p5umLTemOM,30,Banging on a door
30959,18755,6pCUlfrdHAI,24,Water dribbles down a stream
30960,18756,6pHuJpIFu4g,30,"Some traffic passing in the distance, short quick sprays with a man speaking"
30961,18757,6pIHlCS3TCg,30,Birds chirp and coo as wings flutter
30962,18758,6pPCQxXF0NQ,0,A person whistling with clicks and then a bird chirp
30963,18759,6pPocNM7-W8,0,A high pitched beep plays for an extended time
30964,71783,coHYLT3S0F0,80,A vehicle engine revving heavily
30965,71781,co8s3o1Mg64,10,Some liquid flows
30966,30007,CMaOVmi8U7w,30,A woman speaks with a small echo
30967,30004,CMR5qHb-X9M,30,Some water waves
30968,8068,2ErbvVnLS3Q,0,Traffic honking in the street
30969,8067,2Eq69DIvSXo,28,"A lawnmower starts and stops, a man speaks"
30970,8064,2EkhC1fUi9k,10,Emergency vehicle sirens
30971,8065,2EkpqUeIUGA,290,An engine runs while spraying is underway
30972,8062,2EjFROWmMNU,10,A door handle being moved with a door opening
30973,8063,2EjHlGoKbAI,180,"A horn toots, and engines are running"
30974,8060,2EgSkmnXc4A,30,"A man speaks, a vehicle engine sounds and a woman speaks"
30975,7485,2-awMGjsHhI,40,A guy screaming while people laugh
30976,7484,2-aoZIAUag0,30,"People speak and scream in fun, wind blows and water flows"
30977,7483,2-_vCgBbZdw,120,Birds tweeting and chirping
30978,7482,2-_XvCRylSk,30,A woman talks as a dog barks
30979,7489,2-bu-ihHhw4,470,Music plays as a drill runs on and off
30980,7488,2-bnHoVlplo,10,"Crinkling, a female talking and laughing"
30981,86608,n_l5GtAWG-M,150,A motorcycle idles and revs several times before accelerating
30982,86602,n_OdkmIwaZ8,30,A emergency siren wailing in the background as vehicles drive by
30983,44967,LSmgtmpSMSE,22,"Engine revving, dying down then revving up again"
30984,74364,efZbaHML7RY,20,A child sings and someone belches
30985,23477,97ylbEEycVs,300,Engine running continuously with light wind followed by a loud horn
30986,3835,0XDocCvLoiU,30,A car accelerates as it passes by
30987,23475,97vrkpt2xmU,30,A man speaking over a microphone with his voice echoing
30988,36080,FngwHU7ZBD0,120,Loud engine running while man speaks
30989,23473,97u1gotx5rU,40,A small engine is idling and then shut off
30990,23471,97oxHi3qxs8,0,"Metal grinding occurs, then rubbing, thumping, clattering, sizzling, and crackling, and an adult female speaks in the background"
30991,38231,H7ZVQ8KGtmk,10,A person crying and another person talking
30992,25244,A1e2DMmHHO8,30,A young female speaking
30993,38232,H7i0oZX6Hz0,10,"A machine vibrates loudly and then revs down, followed by a machine revving up"
30994,74368,efnJlth3ZuU,30,An helicopter engine works nearby
30995,38239,H7r51YE2tg0,310,A man talks followed by a bell ringing
30996,71564,cdsxekLhN2s,10,Some people talk and laugh
30997,40665,If7xl-HgK20,0,A heavy engine revving up
30998,43364,KQ4Fz6JqajE,170,Wind blows and water flows
30999,81554,jtl9pMZ1xDk,30,A vehicle accelerates as a door closes
31000,5836,1Kd1eUeaKdQ,130,Jet engine operating
31001,5837,1Kg1HhUqUHI,0,"Car driving nearby, revving its engine and speeding away"
31002,5834,1KZJn_smiQc,30,Speech uttered by an adult male human
31003,5835,1KZVbKCakgE,20,Waves are crashing and the wind is brushing the microphone and someone is speaking
31004,5833,1KZ6icsNw7g,30,Water dripping someone steps through puddles of water
31005,5830,1KSmkZxRopc,30,A consistent motor running with some banging noises and buzzing noise
31006,11256,3XkOcj7IE30,30,"A man gives a speech, rattling followed by spraying"
31007,11257,3XnL5Q6KAMY,130,Car horns are honking and a gun is being fired
31008,11255,3XgdBRIzIXo,27,"An adult male is singing and speaking, and a crowd laughs and applauds"
31009,11252,3Xe7ZCZ8UwA,30,Thunder rumbles in the distance and a door is slid open
31010,11253,3XfNuEVynXM,30,"Emergency siren, followed by sounds of cars revving"
31011,11250,3XZphRD4L9c,30,Several air whooshes are going by
31012,19009,6y1ETl6JbeY,30,A motor vehicle is speeding along at a fast clip
31013,19008,6y0R0ShKvIg,30,A motorboat is speeding along and revs up its motor even more
31014,19002,6xivMneDAWE,130,A man speaking and a dog barking
31015,19001,6xemb5uE5a0,9,Birds cooing and flapping their wings
31016,19007,6xxtId0FW8Q,30,A crowd clapping then a woman speaking
31017,19006,6xxfuqXL5kg,30,A woman giving a speech
31018,19005,6xvVsI3_GFk,70,Water drains down a toilet as a person speaks
31019,64782,Yp9xs50DAPI,30,Helicopter blades spin briefly before a man speaks followed by some light banging
31020,64783,YpAbIGno_p4,30,Wind blowing heavily into a microphone
31021,94350,tUyiTt3D45c,310,Speech along with crinkling
31022,60208,VciUIC_cUgc,80,A man talking while plastic crumples
31023,11784,3kNCkzSBrfM,70,Men speak over loudspeakers as motors rev and race
31024,11786,3kTAlvbGeRk,30,Loud roaring of a boat engine with water splashing
31025,11787,3kWIlDAiIjw,30,Two men speak people talk in the distance
31026,11781,3kGKLZbizac,15,"Rain falls, a small bird chirps and a duck quacks"
31027,11782,3kIl5dpTDGo,30,Consistent buzzing
31028,11788,3kWzeKKT3vc,290,Motor vehicles running their engines and there are motorcycles as well
31029,40666,If8CffUAV98,30,A man speaks and pigeons vocalize
31030,98532,wfv7AW6Asys,120,Waves splash by as people talk quietly in the distance
31031,56647,TCNQUaNGRpc,30,Pigeons coo as a man talks continuously
31032,65789,ZW9jO1keM2Y,80,A man speaks while water rapidly comes from a tap and it is shut off
31033,65786,ZVyMo9w9yFw,30,A man speaking and pig snorting with sheep bleating
31034,82607,kfxXZKllLsA,40,A vehicle moves getting closer and then further
31035,82606,kfxCT9DQEzA,30,A man talks while a beep sounds and objects are tapped
31036,65780,ZVmvsfw2wyI,25,Truck engine revving up with voices in the far distance
31037,43587,KZcMYtnXTYY,290,A woman is speaking and a duck is quacking
31038,43582,KZ_CvyqfS0U,80,"People talking, a blowing sound and whistle noise"
31039,76030,fuX2vvOMFFc,30,Pressurized air spraying while a small motor rumbles
31040,99867,xikBT31b79c,140,A train running on tracks gets close and then blasts a horn
31041,80602,jD2JrMl2tQM,4,People talking and laughing
31042,30182,CTW-v5jT4TQ,30,Several people talk followed by a woman talking
31043,52429,QJu-aBoOUVw,170,A man talks while some liquid flows
31044,17364,6Aux5NMujPs,170,An engine is idling loudly
31045,17367,6B3OBpUCfVk,460,"Squeaking is occurring, an adult male speaks, and a clatter occurs"
31046,17360,6AiwVeeprhI,15,Music is playing and several thuds happen
31047,17361,6Ak-9MC8rIE,30,Spray machine spraying
31048,17362,6An-lrJcilk,30,Mechanical humming is mixed with some rustling
31049,17363,6AurbZcj3Es,170,A siren is going off in the distance and a man is talking
31050,12780,4AXyg8u002I,30,"Air is blowing, an engine is running, and a dog is whining and panting"
31051,12783,4AaPo0840G8,30,"The wind is blowing, water is splashing and gurgling, and an adult male and adult female speak"
31052,12782,4AZNz_lcdxE,30,A helicopter idling and a crowd of people talking
31053,12785,4AbriPSsXDc,23,Water flowing softly
31054,12784,4AaY8e2SDgE,270,A car is racing away from the microphone and the cars tires skid sharply
31055,12787,4AhNOPDJnag,30,"An adult female is speaking, and a crowd is clapping rhythmically and cheering"
31056,12786,4Ad0nSDMCMQ,19,Frogs are croaking
31057,99579,xUYTLT3tqbI,70,A power tool drilling
31058,99574,xUJhNBep_Pc,20,A toilet flushing followed by footsteps shuffling
31059,99573,xUIdJ_aGp-A,110,An engine works nearby
31060,16947,6-TSH2uAe7E,150,Insects buzzing and a child speaking
31061,16946,6-Ok_3WzP5k,30,"Metal clinking occurs, then a flush, and water splashes and gurgles"
31062,16941,6-Gpr_J5u1c,320,Multiple bells ringing
31063,7974,2CKPNILAefw,30,A man is making a speech
31064,9140,2fP0Wctos0E,30,A train horn is blowing
31065,7976,2CLN_6Bovu0,27,"Loud engines roar, people speak, a man talks on the loudspeaker"
31066,7971,2CIJ4EdtPXk,30,An engine hums and reversing beeps sound
31067,7970,2CHkSpGgePM,0,Water flows as a friendly adult male speaks
31068,16949,6-X83XUN2RI,290,A stream trickling
31069,7972,2CJHKEiWRYc,30,Large engines vibrate and hiss
31070,12254,3wabvpoDwKU,30,Dog barking with a woman giggling and talking
31071,12252,3wZKFZKA7Nk,30,Something hisses continuously
31072,12251,3wWtasrZHc0,450,A person is crumpling plastic and speaks
31073,12250,3wWjdzwQ064,30,Water is gurgling
31074,21180,8-4H2OqSqBE,30,A thunderstorm and a ringing sound
31075,21183,8-A0kXP7jD4,21,Audio distortion followed by low frequency buzzing sound
31076,21182,8-8j3bdea70,240,"An adult male speaks, and water is running, splashing and gurgling"
31077,21185,8-F0-A-UyqY,490,Crickets are chirping and a man speaks as bees buzz around
31078,21187,8-HvMmK4jKM,90,A power tool engine operating
31079,17093,63vop7258V4,30,A running body of water and a pig squealing
31080,17090,63tiML2mzEU,30,A car is accelerating then throttles down smoothly
31081,20857,7pN_UdUam0s,30,"Scuffling is present and mechanical humming, and then a bang occurs"
31082,17097,63z_JMJxl7I,110,Someone is crying then someone talks then a person continues crying
31083,17094,63wUTFTWaRs,30,A person speaks and a crowd reacts by loudly cheering
31084,20853,7pIVZuIZgGQ,20,Roaring engine and heavy acceleration
31085,17099,645f3mGDdsI,2,"A group of people are singing, and thumping and scuffing are present"
31086,20858,7pOhcymKIog,18,A loud booming whoosh followed by an animal screaming
31087,20859,7pQD-58v4yA,3,A car engine is rumbling followed by a car hastily speeding away in the distance
31088,59310,V2E5Jzh35jw,30,Wind blows briefly then a toilet flushes
31089,90153,qGJKXoKTN4A,0,A stream of water gently flowing as a group of goats speak
31090,35330,FLBwHzB7lSg,20,A man speaks along with another man speaking in the background followed by a man laughing and talking loudly
31091,90156,qGPnxS1Vdik,30,A ringing occurs then music plays
31092,21457,87VF1KTW2DA,30,A crowd briefly claps as a man speaks over a humming engine
31093,21455,87SZYd8bsVQ,30,A motor cycle engine is running
31094,21454,87QdYD4TCC8,30,Digitally processed laughing
31095,21453,87OAaWSj-aY,30,Water is trickling and a car revs its engine slightly
31096,21452,87NH-r10gpY,30,A man is vocalizing something while something is buzzing in the background
31097,21451,87K4ycGTqqM,340,Loud streaming water
31098,21458,87XoHh2l-x0,140,Insects are buzzing meanwhile a man is saying something
31099,90230,qJYPPlqi0A4,30,Birds clicking while a man speaks
31100,8899,2_7j_3PxIKI,280,Water is trickling by
31101,8898,2_1hhZjj6hM,270,Whoosh and explosions
31102,8897,2_1fgJUVuhU,170,Birds are chirping
31103,8896,2_0ZbmdlVxg,8,An object is clacking
31104,8895,2ZzzWu7Lejk,30,Muffled sounds of a television show with someone whistles and garbled speech
31105,8894,2ZzXx2F-Eas,30,An adult male is speaking
31106,8893,2ZxE0uMIfa0,10,A baby sneezes and babbles
31107,8892,2ZxAIA0HqFg,30,An object is popping
31108,8891,2ZwPADjNQCA,30,"Loud humming of a small motor, a loud pop and a man speaks"
31109,8890,2ZuBuX40CTw,500,Pieces of metal are clanging against each other outside on a windy day
31110,20583,7gCJvUklOco,390,A train blares its horn as it passes by
31111,45602,LrQk1sYrCFg,24,"A woman whales, and another baby starts crying."
31112,20581,7g9z8BNv47E,0,"Whistling occurs, and several adult males and females sing"
31113,20586,7gM3RfwUMbA,30,A crowd applauds and a man gives a speech
31114,20584,7gFoC8jnIFE,5,Clicking and rolling
31115,20585,7gIXYBHXRzo,110,A man is speaking loudly and laughs
31116,45608,LrdRIP4IvTw,60,A woman speaks while food is stirred in a pot
31117,20588,7gViToRr2yo,100,A drill is being used and a man speaks briefly at then end
31118,20589,7gXZReM3Uoo,30,A crowd cheers and a woman laughs and speaks
31119,96529,vCeQ_9nWTVk,0,"A vehicle revs up in the distance, followed by loud tire squealing"
31120,26869,AlaZJPiXbks,30,"A bus engine idles as traffic passes, the bus then revs and starts moving"
31121,26868,AlXlLQ2n_ko,130,A man talking and typing
31122,26867,AlXRfO2jF9w,90,A woman is speaking over a loud speaker
31123,26866,AlW1GG-BXwQ,10,A bicycle being bounced off the ground
31124,26865,AlVM1KtzLWE,30,Multiple pigs oinking
31125,26864,AlUSMmQYfGY,40,A popping sound is followed by crinkling
31126,26863,AlSZibGX3nw,30,A boat engine hums and sputters before it is revved
31127,32644,DlqoN_M3uao,30,A woman speaks then laughs after dialing on a telephone
31128,26861,AlRx_optnOg,30,Wind blowing hard on a microphone
31129,26860,AlQ5S8Wuog8,20,Water running followed continuously
31130,68667,aXID_JZFY78,450,"Crinkling noises, and an object taps a surface"
31131,13124,4K8P4BoufRM,50,Distant traffic sounds followed by a car passing closely
31132,13125,4KD-8uNnxn8,12,Waves and murmuring followed by distant barking and a man speaking
31133,13123,4K72fR2iEhI,3,Engine running faintly
31134,13121,4K4nxEzFLYc,30,A man speaks and clicks something several times
31135,13128,4KM6Em3eyLM,140,"Man talking, birds chirping in a distance"
31136,54862,RzZsES8Zamg,40,A power tool drilling followed by plastic clacking and footsteps shuffling then metal clanking
31137,73210,doHYlqMv82k,0,An emergency siren wailing as music plays in the background with compressed air releasing briefly
31138,1595,#NAME?,30,"Water moving, a man speaking"
31139,1597,#NAME?,120,A drill running and a man speaking
31140,1596,#NAME?,30,"Whistle, a man speaking, children speaking"
31141,1590,#NAME?,60,Running train followed by a train horn honking
31142,58585,UXywOeUfcCU,130,Wind blows strongly while a water vehicle moves
31143,54007,RP7jo-SztXM,40,"An adult female speaks, and a cat meows"
31144,1598,#NAME?,90,Man and woman talking while water is streaming
31145,58583,UXdNvmLFzZA,20,A man speaks and birds chirp
31146,20327,7ZTBswMDOW0,250,Food sizzles in a pan as men speak
31147,20324,7ZJTaQMTy70,410,A crowd cheers loudly and a person speaks
31148,20325,7ZOryR0SeWs,30,Church bells ring
31149,20323,7ZGDFTk7mk8,30,A man delivering a speech
31150,20320,7ZCz_mlgvss,240,Ducks are quacking and a chicken sings
31151,20321,7ZD1_tPZ1qE,30,An engine idles and revs
31152,94435,tZCwnBJZ0Fk,530,Steam escapes continuously as a train horn bows in the background
31153,94436,tZF7dJoT-P0,10,Continuous burping
31154,94430,tYp-DzKOXtY,250,A girl speaks and crumples plastic
